random_state,model_name,train_acc,test_acc,train_precision,test_precision,train_recall,test_recall,train_f1,test_f1,train_auc,test_auc
0,rf,0.9299674267100977,0.7727272727272727,0.9473684210526315,0.7631578947368421,0.8450704225352113,0.5272727272727272,0.9205895180088728,0.730432608152038,0.9796049781649162,0.8556473829201101
0,dt,0.9576547231270358,0.6948051948051948,0.9844559585492227,0.5833333333333334,0.892018779342723,0.509090909090909,0.9521652104083516,0.6572105138527113,0.995779331015185,0.7056014692378327
0,svc,0.7947882736156352,0.7597402597402597,0.8,0.75,0.5446009389671361,0.4909090909090909,0.7516085532652668,0.7114498404820986,0.8407853605423062,0.8497704315886134
0,mlp,0.8013029315960912,0.7597402597402597,0.7407407407407407,0.7142857142857143,0.6572769953051644,0.5454545454545454,0.774408827533037,0.7216006253969804,0.8525165958343577,0.8503213957759412
0,gbm,0.8289902280130294,0.7402597402597403,0.8103448275862069,0.6744186046511628,0.6619718309859155,0.5272727272727272,0.8019154015614486,0.7006802721088434,0.9100019903293409,0.8256198347107438
0,xgb,0.8697068403908795,0.7662337662337663,0.8518518518518519,0.6938775510204082,0.755868544600939,0.6181818181818182,0.8520713623167455,0.7386877828054299,0.9275227424396755,0.827089072543618
0,lgbm,0.8094462540716613,0.7597402597402597,0.7790697674418605,0.7045454545454546,0.6291079812206573,0.5636363636363636,0.7786569302583537,0.7246145667198299,0.8898118553381804,0.8337924701561066
